Date;Location;Time;Ref;Sen;ATN;Flow;PCB temp;Status;Battery;BC
2.10.2019;BG;12:30:46;919725;913950;0.63;91;21;0;100;-2129
2.10.2019;BG;12:30:47;919663;913894;0.629;91;21;0;100;-2299
2.10.2019;BG;12:30:48;919690;913923;0.629;91;21;0;100;-889
2.10.2019;BG;12:30:49;919651;913886;0.629;92;21;0;100;-712
2.10.2019;BG;12:30:50;919577;913821;0.628;91;21;0;100;-3498
2.10.2019;BG;12:30:51;919612;913854;0.628;92;21;0;100;722
2.10.2019;BG;12:30:52;919682;913921;0.628;92;21;0;100;1038
2.10.2019;BG;12:30:53;919699;913941;0.628;92;21;0;100;-1259
2.10.2019;BG;12:30:54;919891;914120;0.629;92;21;0;100;4781
2.10.2019;BG;12:30:55;920230;914436;0.632;92;21;0;100;8456
2.10.2019;BG;12:30:56;920381;914571;0.633;91;21;0;100;6162
2.10.2019;BG;12:30:57;920663;914837;0.635;91;21;0;100;5821
2.10.2019;BG;12:30:58;920930;915103;0.635;91;21;0;100;-282
2.10.2019;BG;12:30:59;921089;915252;0.636;91;21;0;100;3680
2.10.2019;BG;12:31:00;921306;915473;0.635;91;21;0;100;-2199
2.10.2019;BG;12:31:01;921184;915366;0.634;91;21;0;100;-5821
2.10.2019;BG;12:31:02;921188;915379;0.633;91;21;0;100;-3692
2.10.2019;BG;12:31:03;921092;915290;0.632;91;21;0;100;-2616
2.10.2019;BG;12:31:04;921122;915327;0.631;91;21;0;100;-2941
2.10.2019;BG;12:31:05;920988;915208;0.63;91;21;0;100;-5793
2.10.2019;BG;12:31:06;920894;915126;0.628;91;21;0;100;-4669
2.10.2019;BG;12:31:07;920612;914856;0.627;91;21;0;100;-4189
2.10.2019;BG;12:31:08;920333;914587;0.626;91;21;0;100;-3381
2.10.2019;BG;12:31:09;920142;914405;0.625;91;21;0;100;-3198
2.10.2019;BG;12:31:10;920133;914403;0.625;91;21;0;100;-2844
2.10.2019;BG;12:31:11;920140;914395;0.626;91;21;0;100;6126
2.10.2019;BG;12:31:12;920116;914370;0.626;91;21;0;100;471
2.10.2019;BG;12:31:13;920020;914294;0.624;91;21;0;100;-7947
2.10.2019;BG;12:31:14;919809;914114;0.621;91;21;0;100;-12163
2.10.2019;BG;12:31:15;919430;913772;0.617;91;21;0;100;-14203
2.10.2019;BG;12:31:16;919067;913429;0.615;91;21;0;100;-7284
2.10.2019;BG;12:31:17;918890;913249;0.616;91;21;0;100;1676
2.10.2019;BG;12:31:18;919114;913452;0.618;91;21;0;100;8046
2.10.2019;BG;12:31:19;919164;913488;0.619;91;21;0;100;5613
2.10.2019;BG;12:31:20;919388;913703;0.62;91;21;0;100;3122
2.10.2019;BG;12:31:21;919477;913791;0.62;91;21;0;100;184
2.10.2019;BG;12:31:22;919444;913758;0.62;91;21;0;100;84
2.10.2019;BG;12:31:23;919586;913901;0.62;91;21;0;100;-770
2.10.2019;BG;12:31:24;919711;914020;0.621;92;21;0;100;2118
2.10.2019;BG;12:31:25;919913;914220;0.621;92;21;0;100;304
2.10.2019;BG;12:31:26;920008;914313;0.621;92;21;0;100;572
2.10.2019;BG;12:31:27;919948;914269;0.619;92;21;0;100;-6332
2.10.2019;BG;12:31:28;919989;914322;0.618;92;21;0;100;-4964
2.10.2019;BG;12:31:29;920000;914318;0.62;92;21;0;100;6050
2.10.2019;BG;12:31:30;920176;914483;0.621;92;21;0;100;4015
2.10.2019;BG;12:31:31;920383;914683;0.621;91;21;0;100;2342
2.10.2019;BG;12:31:32;920312;914627;0.62;91;21;0;100;-5962
2.10.2019;BG;12:31:33;920166;914502;0.617;91;21;0;100;-8231
2.10.2019;BG;12:31:34;920041;914396;0.615;91;21;0;100;-7467
2.10.2019;BG;12:31:35;919804;914174;0.614;91;21;0;100;-5549
2.10.2019;BG;12:31:36;919591;913971;0.613;92;21;0;100;-3525
2.10.2019;BG;12:31:37;919543;913932;0.612;91;21;0;100;-3568
2.10.2019;BG;12:31:38;919481;913858;0.613;92;21;0;100;5018
2.10.2019;BG;12:31:39;919510;913898;0.612;92;21;0;100;-4531
2.10.2019;BG;12:31:40;919514;913906;0.612;91;21;0;100;-1649
2.10.2019;BG;12:31:41;919494;913899;0.61;91;21;0;100;-5277
2.10.2019;BG;12:31:42;919398;913812;0.609;92;21;0;100;-3412
2.10.2019;BG;12:31:43;919365;913792;0.608;91;21;0;100;-5246
2.10.2019;BG;12:31:44;919416;913852;0.607;91;21;0;100;-3815
2.10.2019;BG;12:31:45;919471;913897;0.608;92;21;0;100;3918
2.10.2019;BG;12:31:46;919531;913961;0.608;92;21;0;100;-1769
2.10.2019;BG;12:31:47;919660;914079;0.609;91;21;0;100;4187
2.10.2019;BG;12:31:48;919959;914361;0.61;92;21;0;100;6152
2.10.2019;BG;12:31:49;920200;914598;0.611;91;21;0;100;1037
2.10.2019;BG;12:31:50;920464;914846;0.612;91;21;0;100;5892
2.10.2019;BG;12:31:51;920744;915120;0.613;91;21;0;100;1756
2.10.2019;BG;12:31:52;920963;915343;0.612;91;21;0;100;-2184
2.10.2019;BG;12:31:53;920887;915274;0.611;91;21;0;100;-2674
2.10.2019;BG;12:31:54;920957;915349;0.611;91;21;0;100;-2220
2.10.2019;BG;12:31:55;920927;915325;0.61;91;21;0;100;-2380
2.10.2019;BG;12:31:56;920891;915298;0.609;92;21;0;100;-3554
2.10.2019;BG;12:31:57;920861;915277;0.608;91;21;0;100;-3608
2.10.2019;BG;12:31:58;920703;915122;0.608;91;21;0;100;-836
2.10.2019;BG;12:31:59;920676;915096;0.608;91;21;0;100;-342
2.10.2019;BG;12:32:00;920616;915029;0.609;91;21;0;100;3014
2.10.2019;BG;12:32:01;920607;915008;0.61;91;21;0;100;4934
2.10.2019;BG;12:32:02;920866;915255;0.611;91;21;0;100;4266
2.10.2019;BG;12:32:03;920923;915306;0.612;91;21;0;100;2313
2.10.2019;BG;12:32:04;920923;915301;0.612;91;21;0;100;2046
2.10.2019;BG;12:32:05;920814;915212;0.61;91;21;0;100;-7912
2.10.2019;BG;12:32:06;920731;915139;0.609;91;21;0;100;-3886
2.10.2019;BG;12:32:07;920605;915011;0.609;91;21;0;100;1132
2.10.2019;BG;12:32:08;920504;914904;0.61;91;21;0;100;2707
2.10.2019;BG;12:32:09;920464;914863;0.61;91;21;0;100;509
2.10.2019;BG;12:32:10;920362;914775;0.609;91;21;0;100;-5477
2.10.2019;BG;12:32:11;920027;914465;0.606;91;21;0;100;-9406
2.10.2019;BG;12:32:12;919717;914166;0.605;91;21;0;100;-3739
2.10.2019;BG;12:32:13;919441;913899;0.605;92;21;0;100;-2973
2.10.2019;BG;12:32:14;919231;913685;0.605;91;21;0;100;2158
2.10.2019;BG;12:32:15;919139;913588;0.606;92;21;0;100;2252
2.10.2019;BG;12:32:16;919045;913502;0.605;91;21;0;100;-3047
2.10.2019;BG;12:32:17;919114;913561;0.606;92;21;0;100;3886
2.10.2019;BG;12:32:18;919125;913562;0.607;91;21;0;100;4072
2.10.2019;BG;12:32:19;919179;913613;0.607;91;21;0;100;1096
2.10.2019;BG;12:32:20;919223;913641;0.609;91;21;0;100;6449
2.10.2019;BG;12:32:21;919276;913676;0.611;91;21;0;100;7246
2.10.2019;BG;12:32:22;919612;913999;0.612;91;21;0;100;4488
2.10.2019;BG;12:32:23;919710;914083;0.614;91;21;0;100;5491
2.10.2019;BG;12:32:24;920053;914414;0.615;91;21;0;100;4055
2.10.2019;BG;12:32:25;920183;914527;0.617;91;21;0;100;6635
2.10.2019;BG;12:32:26;920294;914630;0.617;91;21;0;100;2996
2.10.2019;BG;12:32:27;920553;914872;0.619;91;21;0;100;6306
2.10.2019;BG;12:32:28;920512;914841;0.618;92;21;0;100;-3947
2.10.2019;BG;12:32:29;920563;914905;0.617;92;21;0;100;-5391
2.10.2019;BG;12:32:30;920448;914800;0.616;92;21;0;100;-3763
2.10.2019;BG;12:32:31;920488;914830;0.617;92;21;0;100;3950
2.10.2019;BG;12:32:32;920183;914533;0.616;92;21;0;100;-2481
2.10.2019;BG;12:32:33;920188;914551;0.614;92;21;0;100;-5278
2.10.2019;BG;12:32:34;920193;914552;0.615;92;21;0;100;1608
2.10.2019;BG;12:32:35;920033;914412;0.613;92;21;0;100;-7705
2.10.2019;BG;12:32:36;919862;914241;0.613;92;21;0;100;423
2.10.2019;BG;12:32:37;919862;914236;0.613;92;21;0;100;2026
2.10.2019;BG;12:32:38;919927;914301;0.613;92;21;0;100;-161
2.10.2019;BG;12:32:39;919994;914368;0.613;91;21;0;100;-168
2.10.2019;BG;12:32:40;920018;914391;0.613;91;21;0;100;349
2.10.2019;BG;12:32:41;919985;914351;0.614;91;21;0;100;2950
2.10.2019;BG;12:32:42;920101;914447;0.616;91;21;0;100;7900
2.10.2019;BG;12:32:43;920315;914647;0.618;91;21;0;100;5194
2.10.2019;BG;12:32:44;920563;914877;0.62;91;21;0;100;6743
2.10.2019;BG;12:32:45;920798;915107;0.62;91;21;0;100;1452
2.10.2019;BG;12:32:46;920842;915152;0.62;91;21;0;100;-521
2.10.2019;BG;12:32:47;920905;915212;0.62;91;21;0;100;1068
2.10.2019;BG;12:32:48;921055;915352;0.621;91;21;0;100;3712
2.10.2019;BG;12:32:49;921172;915469;0.621;91;21;0;100;-296
2.10.2019;BG;12:32:50;921082;915388;0.62;91;21;0;100;-3454
2.10.2019;BG;12:32:51;920989;915300;0.62;92;21;0;100;-1791
2.10.2019;BG;12:32:52;920808;915141;0.617;91;21;0;100;-8546
2.10.2019;BG;12:32:53;920683;915014;0.618;91;21;0;100;1133
2.10.2019;BG;12:32:54;920652;914987;0.617;91;21;0;100;-1559
2.10.2019;BG;12:32:55;920606;914941;0.617;91;21;0;100;116
2.10.2019;BG;12:32:56;920498;914845;0.616;91;21;0;100;-4640
2.10.2019;BG;12:32:57;920353;914715;0.614;91;21;0;100;-5777
2.10.2019;BG;12:32:58;920186;914551;0.614;91;21;0;100;-810
2.10.2019;BG;12:32:59;920092;914448;0.615;91;21;0;100;3922
2.10.2019;BG;12:33:00;920163;914500;0.617;91;21;0;100;7602
2.10.2019;BG;12:33:01;920447;914751;0.621;91;21;0;100;12795
2.10.2019;BG;12:33:02;920629;914927;0.621;91;21;0;100;1995
2.10.2019;BG;12:33:03;920853;915143;0.622;91;21;0;100;2706
2.10.2019;BG;12:33:04;921033;915312;0.623;91;21;0;100;4044
2.10.2019;BG;12:33:05;921077;915360;0.623;91;21;0;100;-1748
2.10.2019;BG;12:33:06;921213;915493;0.623;91;21;0;100;882
2.10.2019;BG;12:33:07;921249;915525;0.623;91;21;0;100;1545
2.10.2019;BG;12:33:08;921377;915651;0.623;91;21;0;100;493
2.10.2019;BG;12:33:09;921409;915677;0.624;91;21;0;100;2373
2.10.2019;BG;12:33:10;921462;915725;0.625;91;21;0;100;1910
2.10.2019;BG;12:33:11;921554;915816;0.625;91;21;0;100;175
2.10.2019;BG;12:33:12;921491;915751;0.625;91;21;0;100;978
2.10.2019;BG;12:33:13;921482;915738;0.625;91;21;0;100;1659
2.10.2019;BG;12:33:14;921401;915657;0.625;91;21;0;100;207
2.10.2019;BG;12:33:15;921445;915709;0.624;91;21;0;100;-3384
2.10.2019;BG;12:33:16;921355;915612;0.625;91;21;0;100;3092
2.10.2019;BG;12:33:17;921398;915653;0.625;91;21;0;100;708
2.10.2019;BG;12:33:18;921300;915560;0.625;91;21;0;100;-1795
2.10.2019;BG;12:33:19;921351;915596;0.627;91;21;0;100;6005
2.10.2019;BG;12:33:20;921321;915585;0.625;91;21;0;100;-7695
2.10.2019;BG;12:33:21;921300;915556;0.625;91;21;0;100;3326
2.10.2019;BG;12:33:22;921229;915477;0.626;91;21;0;100;3454
2.10.2019;BG;12:33:23;921149;915410;0.625;91;21;0;100;-5114
2.10.2019;BG;12:33:24;921085;915355;0.624;91;21;0;100;-3519
2.10.2019;BG;12:33:25;921040;915312;0.624;91;21;0;100;-704
2.10.2019;BG;12:33:26;920872;915158;0.622;91;21;0;100;-5302
2.10.2019;BG;12:33:27;920679;914964;0.623;91;21;0;100;899
2.10.2019;BG;12:33:28;920796;915078;0.623;91;21;0;100;931
2.10.2019;BG;12:33:29;920700;914964;0.625;91;21;0;100;7612
2.10.2019;BG;12:33:30;920940;915179;0.628;91;21;0;100;9618
2.10.2019;BG;12:33:31;921043;915276;0.628;92;21;0;100;2168
2.10.2019;BG;12:33:32;921284;915514;0.628;91;21;0;100;610
2.10.2019;BG;12:33:33;921246;915467;0.629;91;21;0;100;3779
2.10.2019;BG;12:33:34;921335;915561;0.629;91;21;0;100;-2274
2.10.2019;BG;12:33:35;921378;915603;0.629;91;21;0;100;299
2.10.2019;BG;12:33:36;921447;915678;0.628;91;21;0;100;-2631
2.10.2019;BG;12:33:37;921457;915688;0.628;91;21;0;100;-26
2.10.2019;BG;12:33:38;921427;915662;0.628;90;21;0;100;-1577
2.10.2019;BG;12:33:39;921384;915623;0.627;90;21;0;100;-1543
2.10.2019;BG;12:33:40;921293;915537;0.627;90;21;0;100;-1833
2.10.2019;BG;12:33:41;921351;915596;0.627;90;21;0;100;-563
2.10.2019;BG;12:33:42;921291;915523;0.628;89;21;2;100;5594
2.10.2019;BG;12:33:43;921314;915553;0.627;90;21;0;100;-2955
2.10.2019;BG;12:33:44;921369;915600;0.628;90;21;0;100;3166
2.10.2019;BG;12:33:45;921252;915491;0.627;90;21;0;100;-3006
2.10.2019;BG;12:33:46;921252;915489;0.628;90;21;0;100;827
2.10.2019;BG;12:33:47;921226;915455;0.628;90;21;0;100;3376
2.10.2019;BG;12:33:48;921193;915423;0.628;91;21;0;100;-325
2.10.2019;BG;12:33:49;921303;915531;0.628;90;21;0;100;542
2.10.2019;BG;12:33:50;921310;915539;0.628;91;21;0;100;-427
2.10.2019;BG;12:33:51;921197;915420;0.629;91;21;0;100;2744
2.10.2019;BG;12:33:52;921135;915366;0.628;91;21;0;100;-3114
2.10.2019;BG;12:33:53;921123;915348;0.629;91;21;0;100;2486
2.10.2019;BG;12:33:54;921157;915385;0.629;91;21;0;100;-1315
2.10.2019;BG;12:33:55;921211;915433;0.629;91;21;0;100;2316
2.10.2019;BG;12:33:56;921208;915426;0.63;91;21;0;100;1644
2.10.2019;BG;12:33:57;921112;915332;0.629;91;21;0;100;-572
2.10.2019;BG;12:33:58;921146;915370;0.629;90;21;0;100;-1743
2.10.2019;BG;12:33:59;921088;915312;0.629;90;21;0;100;150
2.10.2019;BG;12:34:00;921148;915373;0.629;90;21;0;100;-569
2.10.2019;BG;12:34:01;921144;915371;0.629;90;21;0;100;-817
2.10.2019;BG;12:34:02;921132;915344;0.63;91;21;0;100;6168
2.10.2019;BG;12:34:03;921188;915400;0.63;91;21;0;100;-144
2.10.2019;BG;12:34:04;921095;915297;0.631;91;21;0;100;4331
2.10.2019;BG;12:34:05;921200;915401;0.631;90;21;0;100;140
2.10.2019;BG;12:34:06;921113;915319;0.631;91;21;0;100;-1822
2.10.2019;BG;12:34:07;921070;915267;0.632;90;21;0;100;3835
2.10.2019;BG;12:34:08;921042;915234;0.633;90;21;0;100;2142
2.10.2019;BG;12:34:09;921010;915205;0.632;91;21;0;100;-1145
2.10.2019;BG;12:34:10;921086;915284;0.632;91;21;0;100;-1424
2.10.2019;BG;12:34:11;921101;915297;0.632;91;21;0;100;780
2.10.2019;BG;12:34:12;921127;915319;0.633;91;21;0;100;1570
2.10.2019;BG;12:34:13;921050;915243;0.632;91;21;0;100;-211
2.10.2019;BG;12:34:14;921051;915238;0.633;91;21;0;100;2453
2.10.2019;BG;12:34:15;921020;915207;0.633;91;21;0;100;80
2.10.2019;BG;12:34:16;921079;915275;0.632;92;21;0;100;-3793
2.10.2019;BG;12:34:17;921011;915200;0.633;92;21;0;100;3007
2.10.2019;BG;12:34:18;920996;915193;0.632;91;21;0;100;-3235
2.10.2019;BG;12:34:19;921056;915254;0.632;92;21;0;100;-558
2.10.2019;BG;12:34:20;921029;915224;0.632;91;21;0;100;1297
2.10.2019;BG;12:34:21;921100;915297;0.632;92;21;0;100;-991
2.10.2019;BG;12:34:22;921051;915249;0.632;92;21;0;100;-280
2.10.2019;BG;12:34:23;921079;915280;0.632;92;21;0;100;-1286
2.10.2019;BG;12:34:24;920943;915141;0.632;92;21;0;100;1561
2.10.2019;BG;12:34:25;921015;915210;0.632;92;21;0;100;1031
2.10.2019;BG;12:34:26;921079;915274;0.632;91;21;0;100;-165
2.10.2019;BG;12:34:27;921100;915300;0.632;91;21;0;100;-2100
2.10.2019;BG;12:34:28;920967;915167;0.632;91;21;0;100;343
2.10.2019;BG;12:34:29;921023;915222;0.632;91;21;0;100;265
2.10.2019;BG;12:34:30;920954;915149;0.632;91;21;0;100;1815
2.10.2019;BG;12:34:31;920962;915154;0.633;91;21;0;100;1207
2.10.2019;BG;12:34:32;920943;915131;0.633;91;21;0;100;1686
2.10.2019;BG;12:34:33;921004;915185;0.634;91;21;0;100;2707
2.10.2019;BG;12:34:34;921095;915264;0.635;91;21;0;100;4675
2.10.2019;BG;12:34:35;920934;915109;0.635;91;21;0;100;-2038
2.10.2019;BG;12:34:36;920938;915106;0.635;91;21;0;100;2854
2.10.2019;BG;12:34:37;921074;915234;0.636;91;21;0;100;2921
2.10.2019;BG;12:34:38;920967;915125;0.636;91;21;0;100;1096
2.10.2019;BG;12:34:39;920889;915048;0.636;91;21;0;100;-207
2.10.2019;BG;12:34:40;920826;914978;0.637;91;21;0;100;3029
2.10.2019;BG;12:34:41;920963;915112;0.637;91;21;0;100;872
2.10.2019;BG;12:34:42;920858;914999;0.638;91;21;0;100;3547
2.10.2019;BG;12:34:43;920901;915040;0.638;91;21;0;100;707
2.10.2019;BG;12:34:44;920927;915061;0.639;91;21;0;100;1979
2.10.2019;BG;12:34:45;920876;915009;0.639;91;21;0;100;542
2.10.2019;BG;12:34:46;920924;915056;0.639;91;21;0;100;284
2.10.2019;BG;12:34:47;920891;915025;0.639;91;21;0;100;-733
2.10.2019;BG;12:34:48;920915;915036;0.64;91;21;0;100;5258
2.10.2019;BG;12:34:49;920924;915049;0.64;91;21;0;100;-1661
2.10.2019;BG;12:34:50;921040;915156;0.641;91;21;0;100;3380
2.10.2019;BG;12:34:51;920952;915071;0.641;91;21;0;100;-998
2.10.2019;BG;12:34:52;920932;915053;0.64;91;21;0;100;-766
2.10.2019;BG;12:34:53;921003;915116;0.641;91;21;0;100;3088
2.10.2019;BG;12:34:54;920965;915085;0.641;91;21;0;100;-2765
2.10.2019;BG;12:34:55;920921;915051;0.639;91;21;0;100;-3978
2.10.2019;BG;12:34:56;920982;915100;0.641;91;21;0;100;4752
2.10.2019;BG;12:34:57;920879;914996;0.641;91;21;0;100;679
2.10.2019;BG;12:34:58;920858;914981;0.64;91;21;0;100;-2401
2.10.2019;BG;12:34:59;920906;915031;0.64;91;21;0;100;-944
2.10.2019;BG;12:35:00;920885;915009;0.64;91;21;0;100;464
2.10.2019;BG;12:35:01;921027;915146;0.641;91;21;0;100;1675
2.10.2019;BG;12:35:02;921076;915197;0.64;91;21;0;100;-946
2.10.2019;BG;12:35:03;920950;915074;0.64;91;21;0;100;-899
2.10.2019;BG;12:35:04;921003;915126;0.64;91;21;0;100;271
2.10.2019;BG;12:35:05;920840;914962;0.64;91;21;0;100;835
2.10.2019;BG;12:35:06;920959;915080;0.64;91;21;0;100;98
2.10.2019;BG;12:35:07;920908;915035;0.64;91;21;0;100;-2322
2.10.2019;BG;12:35:08;920879;915008;0.64;91;21;0;100;-743
2.10.2019;BG;12:35:09;920913;915037;0.64;91;21;0;100;1958
2.10.2019;BG;12:35:10;920794;914923;0.64;91;21;0;100;-1736
2.10.2019;BG;12:35:11;920802;914936;0.639;91;21;0;100;-2068
2.10.2019;BG;12:35:12;920822;914950;0.64;91;21;0;100;2404
2.10.2019;BG;12:35:13;920757;914901;0.638;92;21;0;100;-6310
2.10.2019;BG;12:35:14;920931;915065;0.639;91;21;0;100;3640
2.10.2019;BG;12:35:15;920801;914945;0.638;91;21;0;100;-3754
2.10.2019;BG;12:35:16;920889;915025;0.639;92;21;0;100;3012
2.10.2019;BG;12:35:17;920823;914965;0.638;92;21;0;100;-2259
2.10.2019;BG;12:35:18;920819;914964;0.638;92;21;0;100;-1204
2.10.2019;BG;12:35:19;920790;914937;0.638;91;21;0;100;-743
2.10.2019;BG;12:35:20;920771;914920;0.637;92;21;0;100;-761
2.10.2019;BG;12:35:21;920881;915024;0.638;91;21;0;100;2170
2.10.2019;BG;12:35:22;920864;915012;0.638;92;21;0;100;-1980
2.10.2019;BG;12:35:23;920841;914997;0.637;91;21;0;100;-3215
2.10.2019;BG;12:35:24;920805;914949;0.638;91;21;0;100;5005
2.10.2019;BG;12:35:25;920818;914963;0.638;91;21;0;100;-443
2.10.2019;BG;12:35:26;920755;914899;0.638;91;21;0;100;573
2.10.2019;BG;12:35:27;920872;915004;0.639;91;21;0;100;4607
2.10.2019;BG;12:35:28;920820;914959;0.639;91;21;0;100;-2730
2.10.2019;BG;12:35:29;920809;914945;0.639;91;21;0;100;1257
2.10.2019;BG;12:35:30;920855;914980;0.64;92;21;0;100;4335
2.10.2019;BG;12:35:31;920766;914892;0.64;92;21;0;100;-175
2.10.2019;BG;12:35:32;920831;914953;0.64;92;21;0;100;1452
2.10.2019;BG;12:35:33;920796;914918;0.64;92;21;0;100;90
2.10.2019;BG;12:35:34;920711;914830;0.641;92;21;0;100;1434
2.10.2019;BG;12:35:35;920694;914811;0.641;92;21;0;100;854
2.10.2019;BG;12:35:36;920723;914841;0.641;91;21;0;100;-485
2.10.2019;BG;12:35:37;920699;914806;0.642;91;21;0;100;4566
2.10.2019;BG;12:35:38;920742;914848;0.642;91;21;0;100;297
2.10.2019;BG;12:35:39;920757;914862;0.642;91;21;0;100;370
2.10.2019;BG;12:35:40;920761;914866;0.642;91;21;0;100;-10
2.10.2019;BG;12:35:41;920721;914828;0.642;91;21;0;100;-714
2.10.2019;BG;12:35:42;920711;914820;0.642;91;21;0;100;-793
2.10.2019;BG;12:35:43;920635;914739;0.642;92;21;0;100;2222
2.10.2019;BG;12:35:44;920721;914818;0.643;92;21;0;100;2611
2.10.2019;BG;12:35:45;920657;914756;0.643;92;21;0;100;-644
2.10.2019;BG;12:35:46;920775;914871;0.643;92;21;0;100;908
2.10.2019;BG;12:35:47;920695;914784;0.644;91;21;0;100;3076
2.10.2019;BG;12:35:48;920614;914711;0.643;91;21;0;100;-3062
2.10.2019;BG;12:35:49;920776;914871;0.643;91;21;0;100;393
2.10.2019;BG;12:35:50;920626;914724;0.643;90;21;0;100;-844
2.10.2019;BG;12:35:51;920798;914890;0.644;90;21;0;100;2027
2.10.2019;BG;12:35:52;920621;914722;0.643;91;21;0;100;-3220
2.10.2019;BG;12:35:53;920681;914776;0.643;91;21;0;100;2299
2.10.2019;BG;12:35:54;920721;914819;0.643;91;21;0;100;-1333
2.10.2019;BG;12:35:55;920641;914743;0.643;91;21;0;100;-1428
2.10.2019;BG;12:35:56;920757;914857;0.643;91;21;0;100;515
2.10.2019;BG;12:35:57;920710;914808;0.643;92;21;0;100;932
2.10.2019;BG;12:35:58;920761;914869;0.642;91;21;0;100;-4227
2.10.2019;BG;12:35:59;920627;914730;0.643;91;21;0;100;2398
2.10.2019;BG;12:36:00;920656;914763;0.642;91;21;0;100;-1714
2.10.2019;BG;12:36:01;920587;914699;0.642;92;21;0;100;-1846
2.10.2019;BG;12:36:02;920682;914800;0.641;91;21;0;100;-2705
2.10.2019;BG;12:36:03;920622;914754;0.639;91;21;0;100;-5575
2.10.2019;BG;12:36:04;920489;914618;0.64;91;21;0;100;1576
2.10.2019;BG;12:36:05;920614;914748;0.639;91;21;0;100;-2373
2.10.2019;BG;12:36:06;920615;914752;0.639;91;21;0;100;-1231
2.10.2019;BG;12:36:07;920683;914822;0.639;91;21;0;100;-996
2.10.2019;BG;12:36:08;920617;914758;0.638;92;21;0;100;-640
2.10.2019;BG;12:36:09;920631;914790;0.636;92;21;0;100;-7325
2.10.2019;BG;12:36:10;920577;914734;0.637;92;21;0;100;949
2.10.2019;BG;12:36:11;920639;914797;0.637;91;21;0;100;-570
2.10.2019;BG;12:36:12;920607;914772;0.636;91;21;0;100;-2783
